fy,month,period,bu,account_code,account_name,account_type,group,sub_group,budget,actual,variance,variance_pct
FY25-26,2025-04,Apr-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11723,-98,-0.8
FY25-26,2025-05,May-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11902,81,0.7
FY25-26,2025-06,Jun-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11850,29,0.2
FY25-26,2025-07,Jul-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,12521,700,5.9
FY25-26,2025-08,Aug-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11637,-184,-1.6
FY25-26,2025-09,Sep-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,10943,-878,-7.4
FY25-26,2025-10,Oct-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11736,-85,-0.7
FY25-26,2025-11,Nov-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,12312,491,4.2
FY25-26,2025-12,Dec-2025,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11593,-228,-1.9
FY25-26,2026-01,Jan-2026,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,12334,513,4.3
FY25-26,2026-02,Feb-2026,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11622,-199,-1.7
FY25-26,2026-03,Mar-2026,Product Licensing,6009,Telephone & Internet,Expense,Expenses,Other expenses,11821,11513,-308,-2.6
FY24-25,2024-04,Apr-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22060,-553,-2.4
FY24-25,2024-05,May-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22437,-176,-0.8
FY24-25,2024-06,Jun-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,23568,955,4.2
FY24-25,2024-07,Jul-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22909,296,1.3
FY24-25,2024-08,Aug-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22585,-28,-0.1
FY24-25,2024-09,Sep-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22362,-251,-1.1
FY24-25,2024-10,Oct-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22647,34,0.2
FY24-25,2024-11,Nov-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22330,-283,-1.3
FY24-25,2024-12,Dec-2024,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22166,-447,-2.0
FY24-25,2025-01,Jan-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22215,-398,-1.8
FY24-25,2025-02,Feb-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22691,78,0.3
FY24-25,2025-03,Mar-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,22613,22781,168,0.7
FY25-26,2025-04,Apr-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23837,-133,-0.6
FY25-26,2025-05,May-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23601,-369,-1.5
FY25-26,2025-06,Jun-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23235,-735,-3.1
FY25-26,2025-07,Jul-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,22962,-1008,-4.2
FY25-26,2025-08,Aug-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23610,-360,-1.5
FY25-26,2025-09,Sep-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23519,-451,-1.9
FY25-26,2025-10,Oct-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,24172,202,0.8
FY25-26,2025-11,Nov-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23266,-704,-2.9
FY25-26,2025-12,Dec-2025,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23097,-873,-3.6
FY25-26,2026-01,Jan-2026,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,24064,94,0.4
FY25-26,2026-02,Feb-2026,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23621,-349,-1.5
FY25-26,2026-03,Mar-2026,Product Licensing,6010,Insurance - General,Expense,Expenses,Other expenses,23970,23418,-552,-2.3
FY24-25,2024-04,Apr-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,19316,-746,-3.7
FY24-25,2024-05,May-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,20962,900,4.5
FY24-25,2024-06,Jun-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,19516,-546,-2.7
FY24-25,2024-07,Jul-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,19284,-778,-3.9
FY24-25,2024-08,Aug-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,20694,632,3.2
FY24-25,2024-09,Sep-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,20163,101,0.5
FY24-25,2024-10,Oct-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,19923,-139,-0.7
FY24-25,2024-11,Nov-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,20325,263,1.3
FY24-25,2024-12,Dec-2024,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,20052,-10,-0.0
FY24-25,2025-01,Jan-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,20511,449,2.2
FY24-25,2025-02,Feb-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,19826,-236,-1.2
FY24-25,2025-03,Mar-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,20062,20689,627,3.1
FY25-26,2025-04,Apr-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21237,-29,-0.1
FY25-26,2025-05,May-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21405,139,0.7
FY25-26,2025-06,Jun-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,20539,-727,-3.4
FY25-26,2025-07,Jul-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21741,475,2.2
FY25-26,2025-08,Aug-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,22670,1404,6.6
FY25-26,2025-09,Sep-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21327,61,0.3
FY25-26,2025-10,Oct-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21448,182,0.9
FY25-26,2025-11,Nov-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,20174,-1092,-5.1
FY25-26,2025-12,Dec-2025,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21471,205,1.0
FY25-26,2026-01,Jan-2026,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21535,269,1.3
FY25-26,2026-02,Feb-2026,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,21183,-83,-0.4
FY25-26,2026-03,Mar-2026,Product Licensing,6011,Insurance - Group Health (Employees),Expense,Expenses,Other expenses,21266,20985,-281,-1.3
FY24-25,2024-04,Apr-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,24812,453,1.9
FY24-25,2024-05,May-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,24454,95,0.4
FY24-25,2024-06,Jun-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,25379,1020,4.2
FY24-25,2024-07,Jul-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,24817,458,1.9
FY24-25,2024-08,Aug-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,23003,-1356,-5.6
FY24-25,2024-09,Sep-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,24755,396,1.6
FY24-25,2024-10,Oct-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,25051,692,2.8
FY24-25,2024-11,Nov-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,25207,848,3.5
FY24-25,2024-12,Dec-2024,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,23951,-408,-1.7
FY24-25,2025-01,Jan-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,23858,-501,-2.1
FY24-25,2025-02,Feb-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,24435,76,0.3
FY24-25,2025-03,Mar-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,24359,24841,482,2.0
FY25-26,2025-04,Apr-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,25317,-504,-2.0
FY25-26,2025-05,May-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,25799,-22,-0.1
FY25-26,2025-06,Jun-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,25063,-758,-2.9
FY25-26,2025-07,Jul-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,25489,-332,-1.3
FY25-26,2025-08,Aug-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,26273,452,1.8
FY25-26,2025-09,Sep-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,24833,-988,-3.8
FY25-26,2025-10,Oct-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,25433,-388,-1.5
FY25-26,2025-11,Nov-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,26061,240,0.9
FY25-26,2025-12,Dec-2025,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,26038,217,0.8
FY25-26,2026-01,Jan-2026,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,26208,387,1.5
FY25-26,2026-02,Feb-2026,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,26023,202,0.8
FY25-26,2026-03,Mar-2026,Product Licensing,6100,Legal & Professional Fees,Expense,Expenses,Other expenses,25821,25762,-59,-0.2
FY24-25,2024-04,Apr-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15424,-278,-1.8
FY24-25,2024-05,May-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15931,229,1.5
FY24-25,2024-06,Jun-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15496,-206,-1.3
FY24-25,2024-07,Jul-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15827,125,0.8
FY24-25,2024-08,Aug-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,16010,308,2.0
FY24-25,2024-09,Sep-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15916,214,1.4
FY24-25,2024-10,Oct-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15672,-30,-0.2
FY24-25,2024-11,Nov-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,16130,428,2.7
FY24-25,2024-12,Dec-2024,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15380,-322,-2.1
FY24-25,2025-01,Jan-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,16293,591,3.8
FY24-25,2025-02,Feb-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15938,236,1.5
FY24-25,2025-03,Mar-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,15702,15275,-427,-2.7
FY25-26,2025-04,Apr-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16354,-290,-1.7
FY25-26,2025-05,May-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16502,-142,-0.9
FY25-26,2025-06,Jun-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16994,350,2.1
FY25-26,2025-07,Jul-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16662,18,0.1
FY25-26,2025-08,Aug-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,17568,924,5.6
FY25-26,2025-09,Sep-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16129,-515,-3.1
FY25-26,2025-10,Oct-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16221,-423,-2.5
FY25-26,2025-11,Nov-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16942,298,1.8
FY25-26,2025-12,Dec-2025,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,15726,-918,-5.5
FY25-26,2026-01,Jan-2026,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16612,-32,-0.2
FY25-26,2026-02,Feb-2026,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,16552,-92,-0.6
FY25-26,2026-03,Mar-2026,Product Licensing,6101,Statutory Audit Fees,Expense,Expenses,Other expenses,16644,15973,-671,-4.0
FY24-25,2024-04,Apr-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,16111,-558,-3.3
FY24-25,2024-05,May-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,16698,29,0.2
FY24-25,2024-06,Jun-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,16029,-640,-3.8
FY24-25,2024-07,Jul-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,16727,58,0.3
FY24-25,2024-08,Aug-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,16334,-335,-2.0
FY24-25,2024-09,Sep-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,16180,-489,-2.9
FY24-25,2024-10,Oct-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,17095,426,2.6
FY24-25,2024-11,Nov-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,17466,797,4.8
FY24-25,2024-12,Dec-2024,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,15805,-864,-5.2
FY24-25,2025-01,Jan-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,15857,-812,-4.9
FY24-25,2025-02,Feb-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,17191,522,3.1
FY24-25,2025-03,Mar-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,16669,16426,-243,-1.5
FY25-26,2025-04,Apr-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17788,119,0.7
FY25-26,2025-05,May-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17934,265,1.5
FY25-26,2025-06,Jun-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,18173,504,2.9
FY25-26,2025-07,Jul-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17964,295,1.7
FY25-26,2025-08,Aug-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17090,-579,-3.3
FY25-26,2025-09,Sep-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,18379,710,4.0
FY25-26,2025-10,Oct-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17656,-13,-0.1
FY25-26,2025-11,Nov-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17685,16,0.1
FY25-26,2025-12,Dec-2025,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,16880,-789,-4.5
FY25-26,2026-01,Jan-2026,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17680,11,0.1
FY25-26,2026-02,Feb-2026,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,17197,-472,-2.7
FY25-26,2026-03,Mar-2026,Product Licensing,6102,Internal Audit Fees,Expense,Expenses,Other expenses,17669,16812,-857,-4.9
FY24-25,2024-04,Apr-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9077,-498,-5.2
FY24-25,2024-05,May-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9459,-116,-1.2
FY24-25,2024-06,Jun-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9628,53,0.6
FY24-25,2024-07,Jul-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9714,139,1.5
FY24-25,2024-08,Aug-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9863,288,3.0
FY24-25,2024-09,Sep-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9522,-53,-0.6
FY24-25,2024-10,Oct-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9965,390,4.1
FY24-25,2024-11,Nov-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9858,283,3.0
FY24-25,2024-12,Dec-2024,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9293,-282,-2.9
FY24-25,2025-01,Jan-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9670,95,1.0
FY24-25,2025-02,Feb-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9566,-9,-0.1
FY24-25,2025-03,Mar-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,9575,9386,-189,-2.0
FY25-26,2025-04,Apr-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,10169,19,0.2
FY25-26,2025-05,May-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,10210,60,0.6
FY25-26,2025-06,Jun-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,9673,-477,-4.7
FY25-26,2025-07,Jul-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,9581,-569,-5.6
FY25-26,2025-08,Aug-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,10650,500,4.9
FY25-26,2025-09,Sep-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,10865,715,7.0
FY25-26,2025-10,Oct-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,10477,327,3.2
FY25-26,2025-11,Nov-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,9554,-596,-5.9
FY25-26,2025-12,Dec-2025,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,10552,402,4.0
FY25-26,2026-01,Jan-2026,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,9768,-382,-3.8
FY25-26,2026-02,Feb-2026,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,10540,390,3.8
FY25-26,2026-03,Mar-2026,Product Licensing,6103,Tax & GST Consultancy,Expense,Expenses,Other expenses,10150,9998,-152,-1.5
FY24-25,2024-04,Apr-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10478,-200,-1.9
FY24-25,2024-05,May-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,9851,-827,-7.7
FY24-25,2024-06,Jun-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10814,136,1.3
FY24-25,2024-07,Jul-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10681,3,0.0
FY24-25,2024-08,Aug-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10599,-79,-0.7
FY24-25,2024-09,Sep-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,11192,514,4.8
FY24-25,2024-10,Oct-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,11070,392,3.7
FY24-25,2024-11,Nov-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10639,-39,-0.4
FY24-25,2024-12,Dec-2024,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10724,46,0.4
FY24-25,2025-01,Jan-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10643,-35,-0.3
FY24-25,2025-02,Feb-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10518,-160,-1.5
FY24-25,2025-03,Mar-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,10678,10896,218,2.0
FY25-26,2025-04,Apr-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,10553,-766,-6.8
FY25-26,2025-05,May-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11053,-266,-2.4
FY25-26,2025-06,Jun-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11644,325,2.9
FY25-26,2025-07,Jul-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11004,-315,-2.8
FY25-26,2025-08,Aug-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11612,293,2.6
FY25-26,2025-09,Sep-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11377,58,0.5
FY25-26,2025-10,Oct-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11516,197,1.7
FY25-26,2025-11,Nov-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,12119,800,7.1
FY25-26,2025-12,Dec-2025,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11485,166,1.5
FY25-26,2026-01,Jan-2026,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11315,-4,-0.0
FY25-26,2026-02,Feb-2026,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11595,276,2.4
FY25-26,2026-03,Mar-2026,Product Licensing,6104,Company Secretarial / ROC Fees,Expense,Expenses,Other expenses,11319,11295,-24,-0.2
FY24-25,2024-04,Apr-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,18802,-356,-1.9
FY24-25,2024-05,May-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,19394,236,1.2
FY24-25,2024-06,Jun-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,18873,-285,-1.5
FY24-25,2024-07,Jul-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,19527,369,1.9
FY24-25,2024-08,Aug-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,19309,151,0.8
FY24-25,2024-09,Sep-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,18808,-350,-1.8
FY24-25,2024-10,Oct-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,19690,532,2.8
FY24-25,2024-11,Nov-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,19084,-74,-0.4
FY24-25,2024-12,Dec-2024,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,18426,-732,-3.8
FY24-25,2025-01,Jan-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,19161,3,0.0
FY24-25,2025-02,Feb-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,18768,-390,-2.0
FY24-25,2025-03,Mar-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,19158,18836,-322,-1.7
FY25-26,2025-04,Apr-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,21332,1025,5.0
FY25-26,2025-05,May-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,20657,350,1.7
FY25-26,2025-06,Jun-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,20877,570,2.8
FY25-26,2025-07,Jul-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,19691,-616,-3.0
FY25-26,2025-08,Aug-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,20289,-18,-0.1
FY25-26,2025-09,Sep-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,19703,-604,-3.0
FY25-26,2025-10,Oct-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,19904,-403,-2.0
FY25-26,2025-11,Nov-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,20537,230,1.1
FY25-26,2025-12,Dec-2025,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,20780,473,2.3
FY25-26,2026-01,Jan-2026,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,20622,315,1.6
FY25-26,2026-02,Feb-2026,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,19853,-454,-2.2
FY25-26,2026-03,Mar-2026,Product Licensing,6105,Director Sitting Fees,Expense,Expenses,Other expenses,20307,20095,-212,-1.0
FY24-25,2024-04,Apr-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,19741,624,3.3
FY24-25,2024-05,May-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,19092,-25,-0.1
FY24-25,2024-06,Jun-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,19583,466,2.4
FY24-25,2024-07,Jul-2024,Product Licensing,6200,Travelling - Domestic,Expense,Expenses,Other expenses,19117,20079,962,5.0
